"Time","Operation","Transfer(MKR)","Stake(MKR)","Executive/Poll","Options","Deci-sive"
"2021-01-12 06:59:58 011638674_115_000_0","CHOOSE","","20,540.00","Inclusion Poll for Onboarding Sébastien Derivaux to the Risk Domain (MIP7c3-SP5)- January 11, 2021","Yes",""
"2021-01-12 06:59:58 011638674_115_000_0","CHOOSE","","20,540.00","Inclusion Poll for Onboarding JuanJuan to the Operational Support Domain (MIP28c7-SP2)- January 11, 2021","Yes",""
"2021-01-12 06:59:58 011638674_115_000_0","CHOOSE","","20,540.00","Inclusion Poll for Peg Stability Module (MIP29)- January 11, 2021","Yes",""
"2021-01-12 06:59:58 011638674_115_000_0","CHOOSE","","20,540.00","Inclusion Poll for CropJoin - Farmable cUSDC Adaptor (MIP30)- January 11, 2021","Yes",""
"2021-01-12 06:59:58 011638674_115_000_0","CHOOSE","","20,540.00","Add UNI-V2-WBTC-ETH (UniswapV2 WBTC-ETH LP Token) as a Collateral Type - January 11, 2021","Yes",""
"2021-01-12 06:59:58 011638674_115_000_0","CHOOSE","","20,540.00","Rates Proposal - January 11, 2021","Yes",""
"2021-01-12 06:59:58 011638674_115_000_0","CHOOSE","","20,540.00","Whitelist Set Protocol on Multiple Oracles - January 11, 2021","Yes",""
"2021-01-12 06:59:58 011638674_115_000_0","CHOOSE","","20,540.00","Whitelist Gnosis on Multiple Oracles - January 11, 2021","Yes",""
"2021-01-12 06:59:58 011638674_115_000_0","CHOOSE","","20,540.00","Inclusion Poll for Onboarding Sam MacPherson to the Smart Contracts Domain (MIP7c3-SP6)- January 11, 2021","Yes",""
"2021-01-12 06:59:58 011638674_115_000_0","CHOOSE","","20,540.00","Adjust FLAP Auction Parameters - January 11, 2021","Yes",""
"2020-12-28 16:00:00 011543412_000_000","FINAL_CHOICE","","20,540.00","Community Greenlight Poll - DPI (DeFi Pulse Index) - December 14, 2020","No (Defer)",""
"2020-12-28 16:00:00 011543412_000_000","FINAL_CHOICE","","20,540.00","Community Greenlight Poll - WZEC (Wrapped Zcash) - December 14, 2020","Yes (Greenlight)",""
"2020-12-28 16:00:00 011543412_000_000","FINAL_CHOICE","","20,540.00","Community Greenlight Poll - WFIL (Wrapped Filecoin) - December 14, 2020","No (Defer)",""
"2020-12-17 16:00:00 011471652_000_000","FINAL_CHOICE","","20,540.00","USDC Peg Stability Module Parameters - December 14, 2020","Yes",""
"2020-12-17 16:00:00 011471652_000_000","FINAL_CHOICE","","20,540.00","Whitelist Gnosis on ETHUSD Oracle (MIP10c9-SP15) - December 14, 2020","Yes",""
"2020-12-17 16:00:00 011471652_000_000","FINAL_CHOICE","","20,540.00","Rates Proposal - December 14, 2020","Yes",""
"2020-12-17 06:52:07 011469091_151_000_0","CHOOSE","","20,540.00","Community Greenlight Poll - DPI (DeFi Pulse Index) - December 14, 2020","No (Defer)",""
"2020-12-17 06:52:07 011469091_151_000_0","CHOOSE","","20,540.00","Community Greenlight Poll - WZEC (Wrapped Zcash) - December 14, 2020","Yes (Greenlight)",""
"2020-12-17 06:52:07 011469091_151_000_0","CHOOSE","","20,540.00","Community Greenlight Poll - WFIL (Wrapped Filecoin) - December 14, 2020","No (Defer)",""
"2020-12-17 06:52:07 011469091_151_000_0","CHOOSE","","20,540.00","Whitelist Gnosis on ETHUSD Oracle (MIP10c9-SP15) - December 14, 2020","Yes",""
"2020-12-17 06:52:07 011469091_151_000_0","CHOOSE","","20,540.00","USDC Peg Stability Module Parameters - December 14, 2020","Yes",""
"2020-12-17 06:52:07 011469091_151_000_0","CHOOSE","","20,540.00","Rates Proposal - December 14, 2020","Yes",""
"2020-12-10 16:00:00 011426121_000_000","FINAL_CHOICE","","20,540.00","Adjust the ETH-B Debt Ceiling - December 7, 2020","Yes",""
"2020-12-10 16:00:00 011426121_000_000","FINAL_CHOICE","","20,540.00","Adjust Stablecoin Stability Fees - December 7, 2020","Yes",""
"2020-12-10 16:00:00 011426121_000_000","FINAL_CHOICE","","20,540.00","ETH-B Debt Ceiling Instant Access Module - December 7, 2020","Yes",""
"2020-12-10 16:00:00 011426121_000_000","FINAL_CHOICE","","20,540.00","Add UNI-V2-DAI-ETH (UniswapV2 DAI-ETH LP Token) as a Collateral Type - December 7, 2020","Abstain",""
"2020-12-10 16:00:00 011426121_000_000","FINAL_CHOICE","","20,540.00","Add AAVE (Aave) as a Collateral Type - December 7, 2020","Yes",""
"2020-12-10 16:00:00 011426121_000_000","FINAL_CHOICE","","20,540.00","Adjust YFI-A System Parameters - December 7, 2020","Yes",""
"2020-12-10 16:00:00 011426121_000_000","FINAL_CHOICE","","20,540.00","Add UNI-V2-USDC-ETH (UniswapV2 USDC-ETH LP Token) as a Collateral Type - December 7, 2020","Abstain",""
"2020-12-08 07:09:03 011410714_102_000_0","CHOOSE","","20,540.00","Adjust Stablecoin Stability Fees - December 7, 2020","Yes",""
"2020-12-08 07:09:03 011410714_102_000_0","CHOOSE","","20,540.00","Adjust YFI-A System Parameters - December 7, 2020","Yes",""
"2020-12-08 07:09:03 011410714_102_000_0","CHOOSE","","20,540.00","Adjust the ETH-B Debt Ceiling - December 7, 2020","Yes",""
"2020-12-08 07:09:03 011410714_102_000_0","CHOOSE","","20,540.00","ETH-B Debt Ceiling Instant Access Module - December 7, 2020","Yes",""
"2020-12-08 07:09:03 011410714_102_000_0","CHOOSE","","20,540.00","Add UNI-V2-DAI-ETH (UniswapV2 DAI-ETH LP Token) as a Collateral Type - December 7, 2020","Abstain",""
